protein_id,protein_name,cellular_location,immunogenicity_score,base_score
ENSP00000023572,GLRX2 protein,mitochondria,0.31,0.21
ENSP00000023608,SNAPC1 protein,nucleus,0.71,0.41
ENSP00000023697,DERA protein,cytoplasm,0.6900000000000001,0.54
ENSP00000023734,STRAP protein,cytoplasm,0.76,0.61
ENSP00000023839,ABCC2 protein,membrane,0.8999999999999999,0.7999999999999999
ENSP00000023892,DEF6 protein,cytoplasm,0.71,0.61
ENSP00000023902,PLEKHO1 protein,membrane,0.97,0.87
ENSP00000023909,GCLM protein,cytoplasm,0.6699999999999999,0.57
ENSP00000024048,UBR2 protein,cytoplasm,0.67,0.52
ENSP00000024422,EHD2 protein,membrane,0.97,0.87
ENSP00000024526,DEPDC1 protein,nucleus,0.61,0.51
ENSP00000024862,ENSG00000024862 protein,,0.1,0.0
ENSP00000025039,RRAGD protein,membrane,0.86,0.76
ENSP00000025156,HSF2 protein,nucleus,0.53,0.43
ENSP00000025293,PHF20 protein,nucleus,0.61,0.46
ENSP00000025423,HSD17B6 protein,membrane,0.87,0.77
ENSP00000025434,NR1H3 protein,nucleus,0.52,0.42
ENSP00000025708,ENSG00000025708 protein,,0.15,0.0
ENSP00000025770,NCAPH2 protein,nucleus,0.65,0.55
ENSP00000025772,TOMM34 protein,mitochondria,0.34999999999999987,0.1999999999999999
ENSP00000025796,SEC63 protein,membrane,1.0,0.93
ENSP00000025800,KPNA6 protein,nucleus,0.55,0.4
ENSP00000026025,VIM protein,cytoplasm,0.71,0.5599999999999999
ENSP00000026036,RTEL1-TNFRSF6B protein,nucleus,0.62,0.52
ENSP00000026103,FAS protein,membrane,1.0,0.91
ENSP00000026297,RNASET2 protein,membrane,0.99,0.84
ENSP00000026508,CD44 protein,membrane,1.0,0.88
ENSP00000026559,KCNG1 protein,membrane,0.85,0.75
ENSP00000026652,AGPAT4 protein,membrane,1.0,0.93
ENSP00000026751,SLAMF7 protein,membrane,0.99,0.84
ENSP00000026950,BTN3A1 protein,membrane,0.91,0.76
ENSP00000027001,MIPEP protein,mitochondria,0.53,0.38
ENSP00000027075,PRKCH protein,cytoplasm,0.72,0.62
ENSP00000027644,INSRR protein,membrane,0.9800000000000001,0.93
ENSP00000027697,ENSG00000027697 protein,,0.15,0.0
ENSP00000027847,B4GALT7 protein,membrane,1.0,0.94
ENSP00000027869,SH2D2A protein,cytoplasm,0.7899999999999999,0.69
ENSP00000028116,VRK2 protein,membrane,0.88,0.78
ENSP00000028137,TNFRSF1B protein,membrane,1.0,0.92
ENSP00000028203,VEZT protein,membrane,1.0,0.93
ENSP00000028277,POU2F2 protein,nucleus,0.62,0.52
ENSP00000028310,BRD9 protein,nucleus,0.67,0.5700000000000001
ENSP00000028528,SNX1 protein,membrane,0.95,0.7999999999999999
ENSP00000028839,TBPL1 protein,nucleus,0.62,0.52
ENSP00000029153,BMAL2 protein,nucleus,0.51,0.41
ENSP00000029363,BCLAF1 protein,nucleus,0.6900000000000001,0.54
ENSP00000029364,SLC39A9 protein,membrane,0.99,0.84
ENSP00000029534,ANK1 protein,membrane,0.88,0.83
ENSP00000029559,IBSP protein,secreted,0.7,0.6499999999999999
ENSP00000029639,TFB1M protein,mitochondria,0.43999999999999995,0.3399999999999999
ENSP00000029725,RABEP1 protein,membrane,1.0,0.88
ENSP00000029993,HMGB3 protein,nucleus,0.62,0.47
ENSP00000030066,NUP160 protein,nucleus,0.7000000000000001,0.55
ENSP00000030110,BAK1 protein,mitochondria,0.44999999999999996,0.3
ENSP00000030304,MUSK protein,membrane,0.87,0.77
ENSP00000030419,IKZF2 protein,nucleus,0.67,0.5700000000000001
ENSP00000030582,GRN protein,secreted,0.77,0.62
ENSP00000031003,FAM13B protein,cytoplasm,0.7899999999999999,0.69
ENSP00000031081,ARHGAP31 protein,cytoplasm,0.7599999999999999,0.6599999999999999
ENSP00000031691,CENPQ protein,nucleus,0.53,0.43
ENSP00000031698,SARS1 protein,cytoplasm,0.79,0.64
ENSP00000031823,RANBP3 protein,nucleus,0.58,0.43
ENSP00000032219,ARID4A protein,nucleus,0.6900000000000001,0.54
ENSP00000032389,EIPR1 protein,membrane,1.0,0.93
ENSP00000032444,PNPLA6 protein,membrane,0.97,0.82
ENSP00000032742,IFT88 protein,cytoplasm,0.7799999999999999,0.6799999999999999
ENSP00000033011,ALG1 protein,membrane,0.9099999999999999,0.8099999999999999
ENSP00000033030,ZCCHC8 protein,nucleus,0.55,0.45
ENSP00000033050,ABCF2 protein,membrane,1.0,0.9
ENSP00000033100,CHPF2 protein,membrane,1.0,0.92
ENSP00000033122,LRRC7 protein,membrane,0.86,0.8099999999999999
ENSP00000033170,FUT8 protein,membrane,1.0,0.93
ENSP00000033178,UBA6 protein,cytoplasm,0.83,0.6799999999999999
ENSP00000033327,GAB2 protein,membrane,0.99,0.89
ENSP00000033627,ATP6V0A1 protein,membrane,1.0,0.91
ENSP00000033800,PIAS1 protein,nucleus,0.5599999999999999,0.41
ENSP00000033867,SLC4A7 protein,membrane,1.0,0.91
ENSP00000034053,APBA2 protein,membrane,0.98,0.88
ENSP00000034152,MAP2K3 protein,cytoplasm,0.75,0.6
ENSP00000034239,CLXN protein,cytoplasm,0.5900000000000001,0.54
ENSP00000034510,TMSB10 protein,cytoplasm,0.6900000000000001,0.54
ENSP00000034533,ENSG00000034533 protein,,0.1,0.0
ENSP00000034677,RNF19A protein,cytoplasm,0.6900000000000001,0.54
ENSP00000034693,PEX3 protein,membrane,1.0,0.9
ENSP00000034713,GABARAPL2 protein,membrane,1.0,0.94
ENSP00000034971,MYOC protein,membrane,1.0,0.94
ENSP00000035115,SH3YL1 protein,membrane,0.98,0.83
ENSP00000035141,FAM136A protein,cytoplasm,0.73,0.58
ENSP00000035403,VCL protein,cytoplasm,0.77,0.62
ENSP00000035499,ENSG00000035499 protein,,0.1,0.0
ENSP00000035664,DAPK2 protein,cytoplasm,0.8099999999999999,0.6599999999999999
ENSP00000035681,NSMAF protein,cytoplasm,0.71,0.5599999999999999
ENSP00000035687,ADSS2 protein,cytoplasm,0.82,0.6699999999999999
ENSP00000035720,STAP1 protein,nucleus,0.64,0.54
ENSP00000035862,TIMP2 protein,secreted,0.85,0.7
ENSP00000035928,RFC1 protein,nucleus,0.61,0.46
ENSP00000036054,TBC1D23 protein,membrane,0.93,0.78
ENSP00000036257,CUL3 protein,cytoplasm,0.79,0.64
ENSP00000036448,MYOM2 protein,cytoplasm,0.6699999999999999,0.57
ENSP00000036473,OTC protein,mitochondria,0.3799999999999999,0.2799999999999999
ENSP00000036530,CYP46A1 protein,membrane,0.92,0.87
ENSP00000036549,ZZZ3 protein,nucleus,0.66,0.51
ENSP00000036565,SLC18A1 protein,membrane,1.0,0.93
ENSP00000036672,USP2 protein,nucleus,0.53,0.43
ENSP00000036828,CASR protein,membrane,0.9,0.85
ENSP00000037042,TUBG2 protein,cytoplasm,0.64,0.54
ENSP00000037241,RPL26L1 protein,secreted,0.82,0.72
ENSP00000037280,FLT4 protein,membrane,0.95,0.85
ENSP00000037474,NSUN2 protein,nucleus,0.73,0.58
ENSP00000037637,FBXO42 protein,,0.1,0.0
ENSP00000037749,MFAP3 protein,membrane,0.91,0.76
ENSP00000037757,MRI1 protein,cytoplasm,0.7599999999999999,0.6599999999999999
ENSP00000037897,METTL1 protein,nucleus,0.8799999999999999,0.58
ENSP00000037965,HOXC8 protein,nucleus,0.5700000000000001,0.52
ENSP00000038002,AGA protein,membrane,0.9299999999999999,0.83
ENSP00000038210,PI4K2B protein,membrane,1.0,0.91
ENSP00000038219,BOD1L1 protein,nucleus,0.65,0.5
ENSP00000038274,MAT2B protein,nucleus,0.55,0.4
ENSP00000038295,TLL1 protein,secreted,0.8799999999999999,0.7799999999999999
ENSP00000038358,EDC4 protein,cytoplasm,0.71,0.5599999999999999
ENSP00000038382,TRIO protein,cytoplasm,0.78,0.63
ENSP00000038427,VCAN protein,secreted,0.75,0.6
ENSP00000038532,CLEC16A protein,membrane,0.87,0.77
ENSP00000038945,MSR1 protein,membrane,0.97,0.87
ENSP00000039068,CDH1 protein,membrane,0.98,0.83
ENSP00000039123,MTREX protein,nucleus,0.57,0.42
ENSP00000039139,DNAH5 protein,cytoplasm,0.5900000000000001,0.54
ENSP00000039319,ZFYVE16 protein,membrane,0.9400000000000001,0.79
ENSP00000039523,RIPOR1 protein,membrane,0.88,0.78
ENSP00000039537,C6 protein,membrane,0.8999999999999999,0.7999999999999999
ENSP00000039560,RAI14 protein,cytoplasm,0.71,0.5599999999999999
ENSP00000039600,SOX30 protein,nucleus,0.57,0.47
ENSP00000039650,PNKP protein,nucleus,0.64,0.54
ENSP00000039987,BEST2 protein,membrane,0.87,0.77
ENSP00000040199,PHLPP2 protein,cytoplasm,0.77,0.62
ENSP00000040275,SPDL1 protein,nucleus,0.55,0.45
ENSP00000040341,STAU2 protein,cytoplasm,0.77,0.62
ENSP00000040487,SLC66A1 protein,membrane,0.86,0.76
ENSP00000040531,CTNS protein,membrane,0.97,0.87
ENSP00000040608,RTN4R protein,membrane,0.85,0.75
ENSP00000040633,PHF23 protein,nucleus,0.52,0.42
ENSP00000040731,CDH10 protein,membrane,0.93,0.88
ENSP00000040933,INPP4A protein,membrane,0.8999999999999999,0.7999999999999999
ENSP00000041353,RAB27B protein,membrane,0.9099999999999999,0.8099999999999999
ENSP00000041357,PSMA4 protein,nucleus,0.7100000000000001,0.56
ENSP00000041515,MYO16 protein,cytoplasm,0.7000000000000001,0.65
ENSP00000041802,LSG1 protein,membrane,0.98,0.83
ENSP00000041880,PARP3 protein,nucleus,0.62,0.52
ENSP00000041982,TNC protein,secreted,0.82,0.6699999999999999
ENSP00000041988,ENSG00000041988 protein,,0.1,0.0
ENSP00000042062,ENSG00000042062 protein,,0.1,0.0
ENSP00000042088,TDP1 protein,nucleus,0.51,0.41
ENSP00000042286,AIFM2 protein,mitochondria,0.41000000000000003,0.26
ENSP00000042304,ENSG00000042304 protein,,0.0,0.0
ENSP00000042317,SPATA7 protein,cytoplasm,0.64,0.54
ENSP00000042429,MED17 protein,nucleus,0.55,0.45
ENSP00000042445,RETSAT protein,membrane,1.0,0.92
ENSP00000042493,CAPG protein,cytoplasm,0.68,0.53
ENSP00000042753,AP2S1 protein,membrane,0.92,0.77
ENSP00000042781,USH2A protein,membrane,0.93,0.88
ENSP00000042813,ZPBP protein,membrane,0.87,0.87
ENSP00000042832,TG protein,secreted,0.7799999999999999,0.6799999999999999
ENSP00000042980,ADAM28 protein,membrane,0.99,0.89
ENSP00000043039,BARX2 protein,nucleus,0.52,0.42
ENSP00000043093,DCUN1D1 protein,cytoplasm,0.68,0.53
ENSP00000043143,JADE2 protein,nucleus,0.67,0.5700000000000001
ENSP00000043355,ZIC2 protein,nucleus,0.6000000000000001,0.55
ENSP00000043462,LCP2 protein,cytoplasm,0.6799999999999999,0.58
ENSP00000043514,TRIT1 protein,mitochondria,0.31,0.21
ENSP00000043591,ADRB1 protein,membrane,0.8300000000000001,0.78
ENSP00000044012,GUCA2B protein,secreted,0.75,0.6
ENSP00000044090,CUL7 protein,cytoplasm,0.75,0.65
ENSP00000044115,CTNNA1 protein,cytoplasm,0.79,0.64
ENSP00000044446,PHKA2 protein,membrane,1.0,0.93
ENSP00000044459,CNTLN protein,cytoplasm,0.63,0.53
ENSP00000044524,EPHA3 protein,membrane,1.0,0.92
ENSP00000044574,HSPA5 protein,membrane,0.95,0.7999999999999999
ENSP00000046604,DSG2 protein,membrane,0.97,0.82
ENSP00000046647,GEMIN8 protein,cytoplasm,0.75,0.65
ENSP00000046651,OFD1 protein,cytoplasm,0.82,0.6699999999999999
ENSP00000046653,GPM6B protein,membrane,1.0,0.92
ENSP00000046774,MAGEC2 protein,nucleus,0.7100000000000001,0.56
ENSP00000046889,PREX2 protein,membrane,0.95,0.85
ENSP00000047056,WDR37 protein,nucleus,0.59,0.49
ENSP00000047188,YTHDC2 protein,cytoplasm,0.8,0.65
ENSP00000047230,CTPS2 protein,cytoplasm,0.75,0.6
ENSP00000047249,ATP6V1H protein,membrane,1.0,0.91
ENSP00000047315,POLR2B protein,nucleus,0.74,0.59
ENSP00000047346,ATOSA protein,nucleus,0.6,0.45
ENSP00000047365,ARAP2 protein,cytoplasm,0.71,0.5599999999999999
ENSP00000047410,TPR protein,nucleus,0.65,0.5
ENSP00000047457,CP protein,secreted,0.7299999999999999,0.6299999999999999
ENSP00000047578,KATNIP protein,cytoplasm,0.62,0.52
ENSP00000047579,DTNBP1 protein,membrane,0.9299999999999999,0.83
ENSP00000047597,XK protein,membrane,1.0,0.87
ENSP00000047617,ANO2 protein,membrane,0.81,0.76
ENSP00000047621,FERRY3 protein,membrane,1.0,0.93
ENSP00000047634,SCML1 protein,nucleus,0.65,0.5
ENSP00000047644,WWC3 protein,cytoplasm,0.73,0.63
ENSP00000047648,ARHGAP6 protein,cytoplasm,0.6499999999999999,0.5499999999999999
ENSP00000047662,ENSG00000047662 protein,,0.05,0.0
ENSP00000047849,MAP4 protein,cytoplasm,0.66,0.51
ENSP00000047932,GOPC protein,membrane,1.0,0.89
ENSP00000047936,ROS1 protein,membrane,0.9299999999999999,0.83
ENSP00000048028,USP28 protein,nucleus,0.69,0.59
ENSP00000048052,HDAC9 protein,nucleus,0.67,0.5700000000000001
ENSP00000048140,TSPAN17 protein,membrane,0.95,0.7999999999999999
ENSP00000048162,NOP16 protein,nucleus,0.58,0.48
ENSP00000048342,CC2D2A protein,cytoplasm,0.6,0.5
ENSP00000048392,RRM2B protein,cytoplasm,0.71,0.5599999999999999
ENSP00000048405,ZNF800 protein,nucleus,0.64,0.49
ENSP00000048462,TNFRSF17 protein,membrane,0.98,0.88
ENSP00000048471,ENSG00000048471 protein,,0.1,0.0
ENSP00000048540,LMO3 protein,nucleus,0.69,0.59
ENSP00000048544,MRPS10 protein,mitochondria,0.43999999999999995,0.29
ENSP00000048545,GUCA1A protein,membrane,0.87,0.87
ENSP00000048649,RSF1 protein,nucleus,0.5599999999999999,0.41
ENSP00000048707,VPS13D protein,secreted,0.92,0.77
ENSP00000048740,CELF2 protein,nucleus,0.64,0.49
ENSP00000048828,FAM120A protein,cytoplasm,0.6900000000000001,0.54
ENSP00000048991,ENSG00000048991 protein,,0.15,0.0
ENSP00000049089,COL9A2 protein,secreted,0.7999999999999999,0.7
ENSP00000049130,KITLG protein,membrane,1.0,0.91
ENSP00000049167,ERCC8 protein,nucleus,0.67,0.5700000000000001
ENSP00000049192,ADAMTS6 protein,secreted,0.72,0.62
ENSP00000049239,H6PD protein,membrane,1.0,0.86
ENSP00000049245,VAMP3 protein,membrane,1.0,0.87
ENSP00000049246,PER3 protein,cytoplasm,0.64,0.54
ENSP00000049247,UTS2 protein,secreted,0.81,0.76
ENSP00000049249,TNFRSF9 protein,membrane,0.9299999999999999,0.83
ENSP00000049283,EPN3 protein,membrane,0.98,0.88
ENSP00000049323,LTBP1 protein,secreted,0.86,0.71
ENSP00000049449,RCN1 protein,membrane,1.0,0.93
ENSP00000049540,ELN protein,secreted,0.7699999999999999,0.6699999999999999
ENSP00000049541,RFC2 protein,nucleus,0.67,0.5700000000000001
ENSP00000049618,ARID1B protein,nucleus,0.59,0.44
ENSP00000049656,CLPTM1L protein,membrane,0.91,0.76
ENSP00000049759,NEDD4L protein,membrane,1.0,0.88
ENSP00000049768,FOXP3 protein,nucleus,0.69,0.59
ENSP00000049769,PPP1R3F protein,membrane,0.8999999999999999,0.7999999999999999
ENSP00000049860,HEXB protein,membrane,1.0,0.85
ENSP00000049883,PTCD2 protein,mitochondria,0.47,0.37
ENSP00000050030,NEXMIF protein,nucleus,0.5800000000000001,0.53
ENSP00000050130,JKAMP protein,membrane,0.98,0.83
ENSP00000050165,DKK3 protein,secreted,0.7699999999999999,0.6699999999999999
ENSP00000050327,ARHGEF5 protein,cytoplasm,0.7699999999999999,0.6699999999999999
ENSP00000050344,NFE2L3 protein,nucleus,0.59,0.44
ENSP00000050393,MCUR1 protein,mitochondria,0.34999999999999987,0.1999999999999999
ENSP00000050405,LIMA1 protein,cytoplasm,0.84,0.69
ENSP00000050426,LETMD1 protein,mitochondria,0.39,0.24
ENSP00000050438,SLC4A8 protein,membrane,0.98,0.88
ENSP00000050555,LAMC3 protein,secreted,0.87,0.77
ENSP00000050628,PTGER3 protein,membrane,0.85,0.75
ENSP00000050730,TNIP3 protein,cytoplasm,0.63,0.53
ENSP00000050748,MAPK9 protein,cytoplasm,0.8099999999999999,0.6599999999999999
ENSP00000050767,COL23A1 protein,membrane,0.89,0.79
ENSP00000050820,BCAR1 protein,cytoplasm,0.73,0.58
ENSP00000051009,FHIP1B protein,,0.15,0.0
ENSP00000051108,HERPUD1 protein,membrane,1.0,0.88
ENSP00000051128,HOMER3 protein,cytoplasm,0.61,0.51
ENSP00000051180,RAD51 protein,nucleus,0.55,0.45
ENSP00000051341,POLQ protein,nucleus,0.62,0.52
ENSP00000051382,PIK3CB protein,nucleus,0.7200000000000001,0.5700000000000001
ENSP00000051523,CYBA protein,membrane,0.99,0.84
ENSP00000051596,THOC3 protein,nucleus,0.57,0.47
ENSP00000051620,HEBP2 protein,cytoplasm,0.83,0.6799999999999999
ENSP00000051825,MPHOSPH9 protein,membrane,1.0,0.92
ENSP00000052126,PLEKHA5 protein,cytoplasm,0.7,0.5499999999999999
ENSP00000052344,PRSS8 protein,secreted,0.7899999999999999,0.6399999999999999
ENSP00000052723,SIKE1 protein,cytoplasm,0.8099999999999999,0.6599999999999999
ENSP00000052749,RRP12 protein,nucleus,0.65,0.55
ENSP00000052795,FNIP2 protein,membrane,1.0,0.93
ENSP00000052802,MSMO1 protein,membrane,0.96,0.8099999999999999
ENSP00000052841,TTC17 protein,cytoplasm,0.67,0.52
ENSP00000052850,ALX4 protein,nucleus,0.47,0.42
ENSP00000053108,FSTL4 protein,secreted,0.65,0.6
ENSP00000053254,FOXN3 protein,nucleus,0.67,0.52
ENSP00000053328,METTL24 protein,secreted,1.0,0.7
ENSP00000053371,AKR7A2 protein,cytoplasm,0.83,0.6799999999999999
ENSP00000053372,MRTO4 protein,nucleus,0.57,0.42
ENSP00000053438,NNAT protein,membrane,1.0,0.9
ENSP00000053501,USE1 protein,membrane,0.86,0.76
ENSP00000053524,MCF2L2 protein,cytoplasm,0.6499999999999999,0.5499999999999999
ENSP00000053702,NRIP2 protein,nucleus,0.58,0.48
ENSP00000053747,LAMA3 protein,membrane,0.92,0.77
ENSP00000053770,AP5M1 protein,membrane,1.0,0.89
ENSP00000053900,ANAPC4 protein,nucleus,0.75,0.4
ENSP00000053918,KCNQ1 protein,membrane,0.98,0.83
ENSP00000054116,TRAPPC3 protein,membrane,0.95,0.7999999999999999
ENSP00000054118,THRAP3 protein,nucleus,0.55,0.4
ENSP00000054148,PHPT1 protein,cytoplasm,0.82,0.6699999999999999
ENSP00000054179,ENTPD2 protein,membrane,0.99,0.89
ENSP00000054219,LY75 protein,membrane,1.0,0.9
ENSP00000054267,ARID4B protein,nucleus,0.61,0.46
ENSP00000054277,OPN3 protein,membrane,0.99,0.89
ENSP00000054282,SDCCAG8 protein,cytoplasm,0.71,0.61
ENSP00000054356,PTPRN protein,membrane,0.9400000000000001,0.89
ENSP00000054392,HHAT protein,membrane,1.0,0.9
ENSP00000054523,KIF1B protein,cytoplasm,0.83,0.6799999999999999
ENSP00000054598,FOXC1 protein,nucleus,0.6799999999999999,0.58
ENSP00000054611,ENSG00000054611 protein,,0.15,0.0
ENSP00000054654,SYNE2 protein,nucleus,0.73,0.58
ENSP00000054690,PLEKHH1 protein,cytoplasm,0.77,0.62
ENSP00000054793,ATP9A protein,membrane,0.9,0.75
ENSP00000054796,SPO11 protein,nucleus,0.42,0.42
ENSP00000054803,CBLN4 protein,secreted,0.8,0.75
ENSP00000054938,CHRDL2 protein,secreted,0.8099999999999999,0.71
ENSP00000054965,ENSG00000054965 protein,,0.1,0.0
ENSP00000054967,RELT protein,nucleus,0.6,0.5
ENSP00000054983,GALC protein,membrane,0.9,0.75
ENSP00000055044,NOP58 protein,nucleus,0.63,0.48
ENSP00000055070,ENSG00000055070 protein,,0.15,0.0
ENSP00000055118,KCNH2 protein,membrane,0.9299999999999999,0.83
ENSP00000055130,CUL1 protein,nucleus,0.63,0.48
ENSP00000055147,FAM114A2 protein,,0.1,0.0
ENSP00000055163,CYFIP2 protein,cytoplasm,0.67,0.52
ENSP00000055208,TAB2 protein,membrane,1.0,0.88
ENSP00000055211,GINM1 protein,membrane,1.0,0.86
ENSP00000055332,EIF2AK2 protein,cytoplasm,0.75,0.6
ENSP00000055483,USP36 protein,nucleus,0.6900000000000001,0.54
ENSP00000055609,KMT2C protein,nucleus,0.58,0.43
ENSP00000055732,MCOLN3 protein,membrane,0.8999999999999999,0.7999999999999999
ENSP00000055813,CCDC85A protein,,0.05,0.0
ENSP00000055917,PUM2 protein,cytoplasm,0.66,0.51
ENSP00000055950,MRPL43 protein,mitochondria,0.42999999999999994,0.2799999999999999
ENSP00000055955,ITIH4 protein,secreted,0.65,0.6
ENSP00000055957,ITIH1 protein,secreted,0.71,0.6599999999999999
ENSP00000056050,HPF1 protein,nucleus,0.57,0.47
ENSP00000056097,ZFR protein,nucleus,0.5599999999999999,0.41
ENSP00000056277,ZNF280C protein,nucleus,0.66,0.56
ENSP00000056291,NPFFR2 protein,membrane,0.81,0.76
ENSP00000056487,ENSG00000056487 protein,,0.0,0.0
ENSP00000056558,TRAF1 protein,cytoplasm,0.7899999999999999,0.69
ENSP00000056586,RC3H2 protein,membrane,1.0,0.9
ENSP00000056736,IL17RB protein,membrane,0.96,0.86
ENSP00000056972,TRAF3IP2 protein,cytoplasm,0.77,0.62
ENSP00000056998,GYG2 protein,cytoplasm,0.6699999999999999,0.57
ENSP00000057019,DCBLD2 protein,membrane,1.0,0.91
ENSP00000057149,SERPINB3 protein,secreted,0.73,0.6799999999999999
ENSP00000057252,SOAT1 protein,membrane,0.96,0.8099999999999999
ENSP00000057294,PKP2 protein,nucleus,0.68,0.53
ENSP00000057468,MSH4 protein,nucleus,0.68,0.53
ENSP00000057593,F7 protein,membrane,0.86,0.76
ENSP00000057608,GDI2 protein,cytoplasm,0.66,0.51
ENSP00000057657,PRDM1 protein,nucleus,0.66,0.56
ENSP00000057663,ATG5 protein,membrane,1.0,0.92
ENSP00000057704,TMCC3 protein,membrane,0.91,0.76
ENSP00000057757,PITHD1 protein,cytoplasm,0.66,0.51
ENSP00000057935,MTA3 protein,nucleus,0.66,0.51
ENSP00000058056,USP13 protein,cytoplasm,0.7799999999999999,0.6799999999999999
ENSP00000058063,ATP11B protein,membrane,1.0,0.92
ENSP00000058085,LAMC2 protein,secreted,0.9,0.75
ENSP00000058091,CDK14 protein,cytoplasm,0.71,0.61
ENSP00000058262,SEC61A1 protein,membrane,1.0,0.92
ENSP00000058272,PPP1R12A protein,cytoplasm,0.72,0.57
ENSP00000058335,RASGRF1 protein,membrane,0.88,0.83
ENSP00000058404,CAMK2B protein,cytoplasm,0.71,0.6599999999999999
ENSP00000058453,CROCC protein,cytoplasm,0.64,0.54
ENSP00000058600,POLR3E protein,nucleus,0.7200000000000001,0.5700000000000001
ENSP00000058668,ATP2B4 protein,membrane,1.0,0.87
ENSP00000058673,ZC3H11A protein,nucleus,0.64,0.59
ENSP00000058729,RIOK2 protein,cytoplasm,0.7,0.5499999999999999
ENSP00000058799,YIPF1 protein,membrane,1.0,0.86
ENSP00000058804,NDC1 protein,nucleus,0.7100000000000001,0.56
ENSP00000058866,DGKG protein,membrane,0.9099999999999999,0.8099999999999999
ENSP00000059122,FLYWCH1 protein,nucleus,0.51,0.41
ENSP00000059145,UNKL protein,cytoplasm,0.62,0.52
ENSP00000059377,TBXAS1 protein,membrane,0.96,0.86
ENSP00000059378,PARP12 protein,nucleus,0.6900000000000001,0.54
ENSP00000059573,ALDH18A1 protein,mitochondria,0.34999999999999987,0.1999999999999999
ENSP00000059588,TARBP1 protein,nucleus,0.55,0.4
ENSP00000059691,GATB protein,mitochondria,0.29999999999999993,0.1999999999999999
ENSP00000059728,MXD1 protein,nucleus,0.67,0.52
ENSP00000059758,CDK17 protein,nucleus,0.6,0.5
ENSP00000059769,DNAJC25 protein,membrane,0.89,0.79
ENSP00000059804,SLC2A3 protein,membrane,1.0,0.92
ENSP00000059915,PSD protein,membrane,0.94,0.84
ENSP00000060069,CTDP1 protein,nucleus,0.62,0.52
ENSP00000060138,YBX3 protein,nucleus,0.68,0.53
ENSP00000060140,STYK1 protein,membrane,1.0,0.94
ENSP00000060237,WNK1 protein,cytoplasm,0.84,0.69
ENSP00000060303,ENSG00000060303 protein,,0.0,0.0
ENSP00000060339,CCAR1 protein,cytoplasm,0.6900000000000001,0.54
ENSP00000060491,OGFR protein,membrane,1.0,0.87
ENSP00000060558,GNA15 protein,membrane,0.9099999999999999,0.8099999999999999
ENSP00000060566,CREB3L3 protein,membrane,0.97,0.87
ENSP00000060642,PIGV protein,membrane,0.99,0.89
ENSP00000060656,PTPRU protein,membrane,0.8999999999999999,0.7999999999999999
ENSP00000060688,SNRNP40 protein,nucleus,0.7200000000000001,0.5700000000000001
ENSP00000060709,RIMBP2 protein,membrane,1.0,0.91
ENSP00000060718,COL11A1 protein,secreted,0.7299999999999999,0.6299999999999999
ENSP00000060749,ENSG00000060749 protein,,0.15,0.0
ENSP00000060762,MPC1 protein,mitochondria,0.53,0.38
ENSP00000060971,ACAA1 protein,secreted,0.9,0.75
ENSP00000060982,BCAT1 protein,cytoplasm,0.6799999999999999,0.58
ENSP00000061273,HDAC7 protein,nucleus,0.53,0.43
ENSP00000061337,LZTS1 protein,membrane,0.8300000000000001,0.78
